t,x,y,altitude
921.2000000476837,-12467115.608499335,4956062.196233165,4550.0
923.2999999523163,-12467115.608499335,4956062.196233165,4575.0
925.2999999523163,-12467115.608499335,4956062.196233165,4575.0
927.3999998569489,-12467115.608499335,4956062.196233165,4575.0
929.5,-12467110.376483267,4956059.996458881,4575.0
931.5999999046326,-12467110.376483267,4956059.996458881,4550.0
933.5999999046326,-12467110.376483267,4956059.996458881,4550.0
935.7000000476837,-12467110.376483267,4956066.742434919,4550.0
937.7999999523163,-12467108.595371416,4956068.94221072,4575.0
939.8999998569489,-12467117.166972205,4956059.996458881,4575.0
941.8999998569489,-12467115.608499335,4956062.196233165,4575.0
944.0,-12467115.608499335,4956062.196233165,4575.0
946.0999999046326,-12467115.608499335,4956062.196233165,4575.0
948.2000000476837,-12467115.608499335,4956062.196233165,4575.0
950.2000000476837,-12467110.376483267,4956059.996458881,4550.0
952.2999999523163,-12467110.376483267,4956059.996458881,4550.0
954.3999998569489,-12467110.376483267,4956059.996458881,4550.0
956.5,-12467108.595371416,4956062.196233165,4550.0
958.5,-12467110.376483267,4956059.996458881,4550.0
960.5999999046326,-12467110.376483267,4956059.996458881,4550.0
962.7000000476837,-12467108.595371416,4956062.196233165,4550.0
964.7999999523163,-12467108.595371416,4956062.196233165,4550.0
966.7999999523163,-12467108.595371416,4956062.196233165,4550.0
968.8999998569489,-12467108.595371416,4956062.196233165,4550.0
971.0,-12467108.595371416,4956062.196233165,4550.0
973.0999999046326,-12467108.595371416,4956062.196233165,4550.0
975.0999999046326,-12467115.608499335,4956062.196233165,4550.0
976.2000000476837,-12467115.608499335,4956062.196233165,4550.0
978.2999999523163,-12467117.166972205,4956059.996458881,4550.0
980.3999998569489,-12467115.608499335,4956062.196233165,4550.0
982.3999998569489,-12467115.608499335,4956062.196233165,4550.0
984.3999998569489,-12467115.608499335,4956062.196233165,4550.0
986.5,-12467110.376483267,4956059.996458881,4550.0
988.5999999046326,-12467108.595371416,4956062.196233165,4550.0
990.7000000476837,-12467108.595371416,4956062.196233165,4550.0
992.7000000476837,-12467108.595371416,4956062.196233165,4550.0
994.7999999523163,-12467108.595371416,4956062.196233165,4550.0
996.8999998569489,-12467108.595371416,4956062.196233165,4550.0
999.0,-12467108.595371416,4956062.196233165,4550.0
1001.0,-12467110.376483267,4956066.742434919,4575.0
1003.0999999046326,-12467108.595371416,4956062.196233165,4575.0
1005.0999999046326,-12467108.595371416,4956062.196233165,4575.0
1007.2000000476837,-12467108.595371416,4956062.196233165,4575.0
1009.2000000476837,-12467115.608499335,4956055.303608722,4575.0
1011.2999999523163,-12467115.608499335,4956055.303608722,4575.0
1013.3999998569489,-12467115.608499335,4956055.303608722,4550.0
1015.5,-12467115.608499335,4956055.303608722,4550.0
1017.5,-12467115.608499335,4956055.303608722,4550.0
1019.5999999046326,-12467108.595371416,4956055.303608722,4550.0
1021.7000000476837,-12467108.595371416,4956055.303608722,4550.0
1023.7999999523163,-12467115.608499335,4956055.303608722,4550.0
1025.7999999523163,-12467115.608499335,4956055.303608722,4550.0
1027.8999998569489,-12467117.166972205,4956059.996458881,4550.0
1030.0,-12467115.608499335,4956062.196233165,4550.0
1032.0999999046326,-12467115.608499335,4956062.196233165,4550.0
1034.0999999046326,-12467115.608499335,4956062.196233165,4550.0
1036.2000000476837,-12467115.608499335,4956062.196233165,4550.0
1038.2999999523163,-12467117.166972205,4956066.742434919,4575.0
1040.3999998569489,-12467117.166972205,4956066.742434919,4575.0
1041.3999998569489,-12467117.166972205,4956066.742434919,4575.0
1043.5,-12467115.608499335,4956068.94221072,4550.0
1045.5999999046326,-12467115.608499335,4956068.94221072,4575.0
1047.7000000476837,-12467115.608499335,4956068.94221072,4575.0
1049.7000000476837,-12467115.608499335,4956068.94221072,4575.0
1051.7999999523163,-12467115.608499335,4956068.94221072,4575.0
1053.8999998569489,-12467115.608499335,4956068.94221072,4575.0
1056.0,-12467115.608499335,4956068.94221072,4575.0
1058.0999999046326,-12467129.523435684,4956068.94221072,4575.0
1060.0999999046326,-12467129.523435684,4956068.94221072,4575.0
1062.2000000476837,-12467117.166972205,4956066.742434919,4575.0
1064.2999999523163,-12467115.608499335,4956068.94221072,4575.0
1066.3999998569489,-12467115.608499335,4956075.834844757,4575.0
1068.3999998569489,-12467115.608499335,4956075.834844757,4575.0
1070.5,-12467110.376483267,4956080.0877490295,4575.0
1072.5999999046326,-12467108.595371416,4956082.580831703,4575.0
1074.7000000476837,-12467115.608499335,4956075.834844757,4550.0
1076.7000000476837,-12467115.608499335,4956075.834844757,4550.0
1078.7999999523163,-12467115.608499335,4956082.580831703,4550.0
1080.8999998569489,-12467117.166972205,4956086.833738902,4550.0
1083.0,-12467117.166972205,4956086.833738902,4550.0
1085.0,-12467122.510307765,4956103.112124898,4575.0
1087.0999999046326,-12467122.510307765,4956130.389480984,4575.0
1089.2000000476837,-12467122.510307765,4956137.28215825,4575.0
1091.2000000476837,-12467130.747950083,4956180.8381246105,4575.0
1093.2999999523163,-12467129.523435684,4956191.837136638,4575.0
1095.3999998569489,-12467136.425244113,4956219.114739751,4575.0
1096.3999998569489,-12467136.425244113,4956219.114739751,4575.0
1098.5,-12467144.328927958,4956288.189009878,4575.0
1100.5,-12467157.24198889,4956410.353401805,4575.0
1102.5999999046326,-12467157.24198889,4956410.353401805,4575.0
1104.7000000476837,-12467178.05873367,4956526.359654652,4575.0
1106.7999999523163,-12467178.05873367,4956526.359654652,4575.0
1108.7999999523163,-12467191.973670019,4956649.260318659,4575.0
1110.8999998569489,-12467205.443328405,4956778.322341507,4625.0
1113.0,-12467219.02430628,4956865.58683181,4625.0
1115.0999999046326,-12467233.718479065,4956977.05184918,4625.0
1117.0999999046326,-12467247.633415416,4957038.504815598,4625.0
1119.2000000476837,-12467259.767239911,4957114.038226073,4625.0
1121.2999999523163,-12467259.767239911,4957114.038226073,4625.0
1123.3999998569489,-12467259.767239911,4957114.038226073,4625.0
1125.3999998569489,-12467259.767239911,4957114.038226073,4625.0
1127.5,-12467259.767239911,4957114.038226073,4600.0
1129.5,-12467259.767239911,4957114.038226073,4600.0
1131.5999999046326,-12467259.767239911,4957114.038226073,4600.0
1133.7000000476837,-12467331.01171402,4957700.725322376,4825.0
1135.7999999523163,-12467341.364426661,4957798.852169306,4775.0
1137.7999999523163,-12467341.364426661,4957798.852169306,4775.0
1139.8999998569489,-12467341.364426661,4957798.852169306,4775.0
1142.0,-12467358.730267227,4958083.117552674,4825.0
1144.0999999046326,-12467365.743395146,4958178.754613745,4900.0
1145.0999999046326,-12467365.743395146,4958178.754613745,4900.0
1147.2000000476837,-12467365.743395146,4958178.754613745,4900.0
1149.2999999523163,-12467375.316871354,4958436.773981202,4900.0
1151.2999999523163,-12467375.316871354,4958436.773981202,4900.0
1153.3999998569489,-12467375.316871354,4958436.773981202,4900.0
1155.5,-12467375.316871354,4958436.773981202,4850.0
1157.5999999046326,-12467375.316871354,4958436.773981202,4850.0
1159.5999999046326,-12467375.316871354,4958436.773981202,4850.0
1161.7000000476837,-12467511.683247577,4958895.768952015,5075.0
1163.7999999523163,-12467545.190414306,4958920.266891361,5075.0
1165.8999998569489,-12467545.190414306,4958920.266891361,5075.0
1167.8999998569489,-12467761.81814339,4958950.339295902,5075.0
1170.0,-12467852.09825042,4958943.591333678,5075.0
1172.0999999046326,-12467898.518478082,4958940.364049041,5075.0
1174.2000000476837,-12468034.328256851,4958913.518949858,5075.0
